"FECHA","HORA","TOTAL"
31/03/16,18,4980.66
31/03/16,19,4624.11
31/03/16,20,5936.12
31/03/16,21,6099.3
31/03/16,22,5314.59
31/03/16,23,4828.69
31/03/16,24,4060.6
02/04/16,1,2485.81
02/04/16,2,2131.01
02/04/16,3,2165.39
02/04/16,4,2120.98
02/04/16,5,1931.75
02/04/16,6,1862.69
02/04/16,7,1873.04
02/04/16,8,2110.47
02/04/16,9,2585.93
02/04/16,10,3351.27
02/04/16,11,3339.18
02/04/16,12,3344.35
02/04/16,13,3278.33
02/04/16,14,3394.69
02/04/16,15,3534.25
02/04/16,16,3121.79
02/04/16,17,3285.63
02/04/16,18,3080.69
02/04/16,19,3056.17
02/04/16,20,4272.8
02/04/16,21,4540.22
02/04/16,22,3819.64
02/04/16,23,2934.06
02/04/16,24,2609.11
03/04/16,1,2100.04
03/04/16,2,0
03/04/16,3,2138.07
03/04/16,4,1619.95
03/04/16,5,1255.62
03/04/16,6,1175.26
03/04/16,7,1194.56
03/04/16,8,1476.74
03/04/16,9,1240.37
03/04/16,10,2117.87
03/04/16,11,2905.95
03/04/16,12,3224.63
03/04/16,13,3253.57
03/04/16,14,3298.02
03/04/16,15,3299.81
03/04/16,16,3212.67
03/04/16,17,2637
03/04/16,18,1941.02
03/04/16,19,2080.69
03/04/16,20,1832.63
03/04/16,21,3368.7
03/04/16,22,3550.99
03/04/16,23,3036.32
03/04/16,24,2565.29
04/04/16,1,2141.89
04/04/16,2,1870.81
04/04/16,3,1563.82
04/04/16,4,1253.39
04/04/16,5,1061.94
04/04/16,6,1346.04
04/04/16,7,2061.26
04/04/16,8,3176.59
04/04/16,9,3764.09
04/04/16,10,4405.41
04/04/16,11,5161.88
04/04/16,12,5597.78
04/04/16,13,5875.8
04/04/16,14,6164.31
04/04/16,15,6282.99
04/04/16,16,6215.63
04/04/16,17,6268.3
04/04/16,18,5834.23
04/04/16,19,4686.63
04/04/16,20,4234.7
04/04/16,21,5462.6
04/04/16,22,5697.51
04/04/16,23,4896.18
04/04/16,24,3501.45
05/04/16,1,2503.87
05/04/16,2,2069.2
05/04/16,3,1382.07
05/04/16,4,1111.78
05/04/16,5,1061.29
05/04/16,6,1620.17
05/04/16,7,2246.76
05/04/16,8,3196.01
05/04/16,9,3350.38
05/04/16,10,4224.53
05/04/16,11,4663.9
05/04/16,12,5569.21
05/04/16,13,6033.37
05/04/16,14,6196.79
05/04/16,15,6376.84
05/04/16,16,6542.96
05/04/16,17,6294.48
05/04/16,18,6017.02
05/04/16,19,4707.67
05/04/16,20,4344.8
05/04/16,21,5838.67
05/04/16,22,5678.62
05/04/16,23,4823.97
05/04/16,24,3777.07
06/04/16,1,2419.58
06/04/16,2,2293.87
06/04/16,3,1639.35
06/04/16,4,1400.46
06/04/16,5,1209.56
06/04/16,6,1659.66
06/04/16,7,2184.74
06/04/16,8,2979.99
06/04/16,9,3529.67
06/04/16,10,4472.33
06/04/16,11,5420.23
06/04/16,12,6183.86
06/04/16,13,6979.17
06/04/16,14,7285.32
06/04/16,15,7487.63
06/04/16,16,7785.92
06/04/16,17,7700.12
06/04/16,18,7625.42
06/04/16,19,6825.07
06/04/16,20,6407.09
06/04/16,21,7765.87
06/04/16,22,7450.33
06/04/16,23,6445.73
06/04/16,24,5220.12
07/04/16,1,3642.55
07/04/16,2,2320.7
07/04/16,3,1930.54
07/04/16,4,1695.73
07/04/16,5,1347.9
07/04/16,6,1635.18
07/04/16,7,2486.1
07/04/16,8,3590.76
07/04/16,9,4361.94
07/04/16,10,5182
07/04/16,11,5990.8
07/04/16,12,6357.53
07/04/16,13,6703.33
07/04/16,14,6793.27
07/04/16,15,6958.9
07/04/16,16,6957.16
07/04/16,17,7160.76
07/04/16,18,6817.37
07/04/16,19,6133.04
07/04/16,20,5543.33
07/04/16,21,7333.7
07/04/16,22,7264.43
07/04/16,23,6819.67
07/04/16,24,5966.84
08/04/16,1,3726.15
08/04/16,2,2710.46
08/04/16,3,1990.87
08/04/16,4,1362.76
08/04/16,5,1417.11
08/04/16,6,1732.2
08/04/16,7,2909.27
08/04/16,8,3943.5
08/04/16,9,4434.4
08/04/16,10,5519.97
08/04/16,11,6111.4
08/04/16,12,6758.28
08/04/16,13,7012.62
08/04/16,14,7177.76
08/04/16,15,7396.66
08/04/16,16,7377.82
08/04/16,17,7294.53
08/04/16,18,6861.47
08/04/16,19,5861.85
08/04/16,20,5807.85
08/04/16,21,6550.9
08/04/16,22,6208.01
08/04/16,23,5556.39
08/04/16,24,4980.63
09/04/16,1,3982.23
09/04/16,2,3553.27
09/04/16,3,2855.43
09/04/16,4,2548.23
09/04/16,5,2335.79
09/04/16,6,2297.33
09/04/16,7,2814.29
09/04/16,8,3153.73
09/04/16,9,3796.04
09/04/16,10,4495.69
09/04/16,11,5466.75
09/04/16,12,6137.79
09/04/16,13,6481.86
09/04/16,14,6550.23
09/04/16,15,6227.25
09/04/16,16,5786.65
09/04/16,17,5453.77
09/04/16,18,5234.29
09/04/16,19,4583.12
09/04/16,20,4521.98
09/04/16,21,6489.74
09/04/16,22,6797.85
09/04/16,23,5679.19
09/04/16,24,4208.87
10/04/16,1,3193.39
10/04/16,2,1951.73
10/04/16,3,1314.8
10/04/16,4,1120.87
10/04/16,5,1236.78
10/04/16,6,1191.78
10/04/16,7,1345.35
10/04/16,8,1535.17
10/04/16,9,1622.49
10/04/16,10,2476.01
10/04/16,11,3073.52
10/04/16,12,3418.62
10/04/16,13,3886.08
10/04/16,14,4160.09
10/04/16,15,4400.12
10/04/16,16,4446.62
10/04/16,17,4702.27
10/04/16,18,4542.3
10/04/16,19,4422.76
10/04/16,20,4939.53
10/04/16,21,7467.18
10/04/16,22,8245.72
10/04/16,23,7668.83
10/04/16,24,5950.47
11/04/16,1,4070.88
11/04/16,2,2879.53
11/04/16,3,2424.29
11/04/16,4,2137.22
11/04/16,5,2040.52
11/04/16,6,2557.17
11/04/16,7,3859.78
11/04/16,8,5049.38
11/04/16,9,5549.03
11/04/16,10,6610
11/04/16,11,7451.5
11/04/16,12,8140.37
11/04/16,13,8289.24
11/04/16,14,8292.84
11/04/16,15,8252.41
11/04/16,16,8888.14
11/04/16,17,8867.03
11/04/16,18,8747.74
11/04/16,19,7870.21
11/04/16,20,7518.68
11/04/16,21,8818.96
11/04/16,22,8967.42
11/04/16,23,8150.87
11/04/16,24,7033.25
12/04/16,1,5033.56
12/04/16,2,3883.95
12/04/16,3,2871.94
12/04/16,4,2185.64
12/04/16,5,2197.14
12/04/16,6,2619.05
12/04/16,7,3853.22
12/04/16,8,4853.75
12/04/16,9,5540.07
12/04/16,10,6431.47
12/04/16,11,7180.34
12/04/16,12,7929.98
12/04/16,13,8159.92
12/04/16,14,8044.91
12/04/16,15,7789.66
12/04/16,16,8110.25
12/04/16,17,7854.02
12/04/16,18,7553.83
12/04/16,19,6510.17
12/04/16,20,6084.66
12/04/16,21,7440.4
12/04/16,22,7735.44
12/04/16,23,6972.41
12/04/16,24,6124.12
13/04/16,1,4381.21
13/04/16,2,3334.9
13/04/16,3,2781.53
13/04/16,4,2390.64
13/04/16,5,2330.01
13/04/16,6,2299.27
13/04/16,7,3466.06
13/04/16,8,4435.81
13/04/16,9,5290.72
13/04/16,10,6161.28
13/04/16,11,6828.92
13/04/16,12,7284.51
13/04/16,13,7461.75
13/04/16,14,7625.75
13/04/16,15,7424.22
13/04/16,16,7357.89
13/04/16,17,7478.12
13/04/16,18,6988.93
13/04/16,19,6494.13
13/04/16,20,6394.76
13/04/16,21,7532.53
13/04/16,22,7533.38
13/04/16,23,6873.92
13/04/16,24,6063.79
14/04/16,1,4141.64
14/04/16,2,3037.68
14/04/16,3,2395.85
14/04/16,4,2149.45
14/04/16,5,1815.82
14/04/16,6,1847.27
14/04/16,7,3130.9
14/04/16,8,3924.42
14/04/16,9,4365.49
14/04/16,10,5028.3
14/04/16,11,5781.5
14/04/16,12,6599.03
14/04/16,13,7476.63
14/04/16,14,7655.44
14/04/16,15,7351.32
14/04/16,16,7223.25
14/04/16,17,7457.7
14/04/16,18,6593.53
14/04/16,19,5668.18
14/04/16,20,5059.6
14/04/16,21,5960.43
14/04/16,22,6296.51
14/04/16,23,5831.45
14/04/16,24,4462.79
15/04/16,1,3213.26
15/04/16,2,2753.16
15/04/16,3,2398.1
15/04/16,4,1916.27
15/04/16,5,1916.39
15/04/16,6,1796.09
15/04/16,7,2799.6
15/04/16,8,3741.13
15/04/16,9,4113.81
15/04/16,10,4632.82
15/04/16,11,5350.02
15/04/16,12,5830.17
15/04/16,13,6080.79
15/04/16,14,6560.28
15/04/16,15,6507.33
15/04/16,16,6619.01
15/04/16,17,6633.31
15/04/16,18,5996.18
15/04/16,19,5327.04
15/04/16,20,5175.18
15/04/16,21,6383.63
15/04/16,22,6338.7
15/04/16,23,5781.5
15/04/16,24,5234.48
16/04/16,1,4264.17
16/04/16,2,2912.96
16/04/16,3,2170.31
16/04/16,4,1832.69
16/04/16,5,1464.84
16/04/16,6,1606.8
16/04/16,7,1910.34
16/04/16,8,2384.28
16/04/16,9,2703.5
16/04/16,10,3905.38
16/04/16,11,4693.08
16/04/16,12,5402.4
16/04/16,13,5417.66
16/04/16,14,5140.24
16/04/16,15,4614.64
16/04/16,16,4289.18
16/04/16,17,3664.04
16/04/16,18,3196.47
16/04/16,19,3082.82
16/04/16,20,3514.31
16/04/16,21,5459.06
16/04/16,22,5832.5
16/04/16,23,4765.74
16/04/16,24,3875.05
17/04/16,1,2864.8
17/04/16,2,2578.11
17/04/16,3,1845.57
17/04/16,4,1843.53
17/04/16,5,1600.51
17/04/16,6,1514.82
17/04/16,7,1395.5
17/04/16,8,1278.52
17/04/16,9,1986.92
17/04/16,10,2854.97
17/04/16,11,2782.25
17/04/16,12,2712.75
17/04/16,13,2884.32
17/04/16,14,3179.97
17/04/16,15,3371.16
17/04/16,16,3363.49
17/04/16,17,3036.24
17/04/16,18,3179.23
17/04/16,19,3417.3
17/04/16,20,3526.9
17/04/16,21,5539.5
17/04/16,22,6435.81
17/04/16,23,5764.53
17/04/16,24,4364.33
18/04/16,1,2805.7
18/04/16,2,1944.18
18/04/16,3,1460.61
18/04/16,4,1042.78
18/04/16,5,1036.14
18/04/16,6,1324.19
18/04/16,7,2499.72
18/04/16,8,3910.54
18/04/16,9,5211.86
18/04/16,10,6197.8
18/04/16,11,6857.26
18/04/16,12,7344.75
18/04/16,13,7504.02
18/04/16,14,7732.06
18/04/16,15,7595.01
18/04/16,16,7559.42
18/04/16,17,7525.13
18/04/16,18,7219.06
18/04/16,19,6335.8
18/04/16,20,6213.11
18/04/16,21,6650.69
18/04/16,22,6690.3
18/04/16,23,5440.79
18/04/16,24,4658.72
19/04/16,1,3284.6
19/04/16,2,2234.19
19/04/16,3,1590.26
19/04/16,4,1150.55
19/04/16,5,964.75
19/04/16,6,1173.6
19/04/16,7,2158.07
19/04/16,8,3152.94
19/04/16,9,3703.6
19/04/16,10,4121.93
19/04/16,11,4129.68
19/04/16,12,4900.89
19/04/16,13,5243.18
19/04/16,14,5361.98
19/04/16,15,5310.53
19/04/16,16,5288.68
19/04/16,17,5333.68
19/04/16,18,4958.83
19/04/16,19,4100.91
19/04/16,20,3865.39
19/04/16,21,4718.88
19/04/16,22,4616.77
19/04/16,23,3822.28
19/04/16,24,2890.76
20/04/16,1,2464.24
20/04/16,2,2464.1
20/04/16,3,1910.58
20/04/16,4,1425.06
20/04/16,5,865.83
20/04/16,6,1719.03
20/04/16,7,3087.68
20/04/16,8,3654.49
20/04/16,9,4209.57
20/04/16,10,5093.72
20/04/16,11,5655.8
20/04/16,12,6075.01
20/04/16,13,6232.64
20/04/16,14,6097.82
20/04/16,15,6315.49
20/04/16,16,6699.4
20/04/16,17,6934.74
20/04/16,18,6800.98
20/04/16,19,5989.61
20/04/16,20,5351.41
20/04/16,21,6127.88
20/04/16,22,5332.74
20/04/16,23,4020.63
20/04/16,24,3238.66
21/04/16,1,2028.01
21/04/16,2,1685.28
21/04/16,3,1573.85
21/04/16,4,1383
21/04/16,5,889.88
21/04/16,6,927.8
21/04/16,7,1541.62
21/04/16,8,2511.12
21/04/16,9,3336.64
21/04/16,10,4415.68
21/04/16,11,5302.01
21/04/16,12,5351.7
21/04/16,13,5358.74
21/04/16,14,5835.25
21/04/16,15,5900.73
21/04/16,16,6061.7
21/04/16,17,6250.63
21/04/16,18,5685.36
21/04/16,19,4431.13
21/04/16,20,4419.33
21/04/16,21,5358.55
21/04/16,22,5439.08
21/04/16,23,4674.79
21/04/16,24,4103.75
22/04/16,1,3231.92
22/04/16,2,2443.32
22/04/16,3,1759.63
22/04/16,4,1384.4
22/04/16,5,1074.94
22/04/16,6,1320.03
22/04/16,7,1579.21
22/04/16,8,2272.9
22/04/16,9,3639.86
22/04/16,10,5017.64
22/04/16,11,5398.12
22/04/16,12,5638.96
22/04/16,13,5634.51
22/04/16,14,5613.05
22/04/16,15,5635.44
22/04/16,16,5905.03
22/04/16,17,5948.38
22/04/16,18,5046.57
22/04/16,19,3635.62
22/04/16,20,3174.61
22/04/16,21,3989.22
22/04/16,22,3838.97
22/04/16,23,3998.55
22/04/16,24,3616.62
23/04/16,1,1973.76
23/04/16,2,1717.72
23/04/16,3,1163.73
23/04/16,4,956.61
23/04/16,5,891.25
23/04/16,6,929.19
23/04/16,7,1142.75
23/04/16,8,1008.71
23/04/16,9,1939.34
23/04/16,10,3307.96
23/04/16,11,4062.24
23/04/16,12,4316.02
23/04/16,13,4666.46
23/04/16,14,4434.52
23/04/16,15,4308.91
23/04/16,16,3680.99
23/04/16,17,3336.12
23/04/16,18,3059.14
23/04/16,19,2654.08
23/04/16,20,2845.53
23/04/16,21,4779.69
23/04/16,22,5352.05
23/04/16,23,4833.19
23/04/16,24,3796.78
24/04/16,1,2819.98
24/04/16,2,1937.71
24/04/16,3,1146.01
24/04/16,4,876.09
24/04/16,5,876.74
24/04/16,6,801.72
24/04/16,7,1118.44
24/04/16,8,960.63
24/04/16,9,2044.27
24/04/16,10,3040.02
24/04/16,11,3573.43
24/04/16,12,3606.06
24/04/16,13,3727.58
24/04/16,14,3534.44
24/04/16,15,2645.98
24/04/16,16,2806.44
24/04/16,17,3009.95
24/04/16,18,3074.7
24/04/16,19,3357.68
24/04/16,20,4004.07
24/04/16,21,6204.9
24/04/16,22,7189.73
24/04/16,23,6756.87
24/04/16,24,5485.31
25/04/16,1,3792.51
25/04/16,2,2788.75
25/04/16,3,2084.65
25/04/16,4,1499.29
25/04/16,5,1083.65
25/04/16,6,1136.03
25/04/16,7,1562.21
25/04/16,8,2480.08
25/04/16,9,3669.16
25/04/16,10,5124.98
25/04/16,11,6290.08
25/04/16,12,7064.25
25/04/16,13,7317.31
25/04/16,14,7557.73
25/04/16,15,7628.67
25/04/16,16,7912.28
25/04/16,17,7964.23
25/04/16,18,7533.16
25/04/16,19,6438.86
25/04/16,20,5935.47
25/04/16,21,7146.84
25/04/16,22,7511.74
25/04/16,23,6787.31
25/04/16,24,6092.15
26/04/16,1,4284.82
26/04/16,2,3256.12
26/04/16,3,2408.88
26/04/16,4,1954.5
26/04/16,5,1559.94
26/04/16,6,1657.31
26/04/16,7,2384.52
26/04/16,8,2780.79
26/04/16,9,3452.45
26/04/16,10,4600.98
26/04/16,11,5088.81
26/04/16,12,5799.96
26/04/16,13,6011.42
26/04/16,14,6093.54
26/04/16,15,6348.59
26/04/16,16,6320.58
26/04/16,17,6489.81
26/04/16,18,6268.41
26/04/16,19,5155.06
26/04/16,20,4759.81
26/04/16,21,6107.69
26/04/16,22,6428.61
26/04/16,23,5787.18
26/04/16,24,4895.41
27/04/16,1,3093.93
27/04/16,2,1964.71
27/04/16,3,1446.19
27/04/16,4,1072.75
27/04/16,5,1023.42
27/04/16,6,1276.82
27/04/16,7,1848.54
27/04/16,8,2444.49
27/04/16,9,3197.78
27/04/16,10,4315.71
27/04/16,11,4932.43
27/04/16,12,5257.2
27/04/16,13,5355.43
27/04/16,14,5793.55
27/04/16,15,6091.48
27/04/16,16,6689.8
27/04/16,17,6999.4
27/04/16,18,6887.18
27/04/16,19,6164.13
27/04/16,20,5876.27
27/04/16,21,6968.54
27/04/16,22,7418.58
27/04/16,23,6577.54
27/04/16,24,5753.79
28/04/16,1,4134.05
28/04/16,2,3469.24
28/04/16,3,2541.5
28/04/16,4,1981.68
28/04/16,5,1821.41
28/04/16,6,2055.94
28/04/16,7,2525.81
28/04/16,8,2940.03
28/04/16,9,3955.72
28/04/16,10,4958.52
28/04/16,11,5953.95
28/04/16,12,6421.76
28/04/16,13,6848.45
28/04/16,14,7088.55
28/04/16,15,7268.26
28/04/16,16,7664.29
28/04/16,17,7933.79
28/04/16,18,7411.85
28/04/16,19,6646.21
28/04/16,20,5854.51
28/04/16,21,6973.08
28/04/16,22,7593.26
28/04/16,23,7141.82
28/04/16,24,6206.14
29/04/16,1,5392.15
29/04/16,2,4100.25
29/04/16,3,3417.8
29/04/16,4,2984.7
29/04/16,5,2698.32
29/04/16,6,2826.56
29/04/16,7,3535.35
29/04/16,8,3432.34
29/04/16,9,4618.79
29/04/16,10,5701.61
29/04/16,11,5981.21
29/04/16,12,6521.11
29/04/16,13,7108.89
29/04/16,14,7271.43
29/04/16,15,7155.29
29/04/16,16,7021.16
29/04/16,17,7087.72
29/04/16,18,6648.34
29/04/16,19,5653.73
29/04/16,20,5278.84
29/04/16,21,6378.31
29/04/16,22,6629.5
29/04/16,23,6123.95
29/04/16,24,5805.9
30/04/16,1,5003.46
30/04/16,2,4066.58
30/04/16,3,3148.61
30/04/16,4,2491.77
30/04/16,5,2258.95
30/04/16,6,2239.13
30/04/16,7,2575.95
30/04/16,8,2627.91
30/04/16,9,3325.67
30/04/16,10,3922.58
30/04/16,11,4399.36
30/04/16,12,4676.59
30/04/16,13,4741.93
30/04/16,14,5040.24
30/04/16,15,4778.46
30/04/16,16,4759.07
30/04/16,17,4836.83
30/04/16,18,4847.33
30/04/16,19,4794.48
30/04/16,20,5061.92
30/04/16,21,6669.56
30/04/16,22,7122.34
30/04/16,23,6025.85
30/04/16,24,5316.1
01/05/16,1,4099.95
01/05/16,2,3016.71
01/05/16,3,1964.63
01/05/16,4,1531.42
01/05/16,5,1246.23
01/05/16,6,1208.64
01/05/16,7,1056.19
01/05/16,8,665.19
01/05/16,9,1058.78
01/05/16,10,1192.24
01/05/16,11,1428.71
01/05/16,12,1561.44
01/05/16,13,1708.25
01/05/16,14,1719.56
01/05/16,15,1809.89
01/05/16,16,1989.19
01/05/16,17,1843.06
01/05/16,18,2081.96
01/05/16,19,2116.34
01/05/16,20,2501.99
01/05/16,21,4508.4
01/05/16,22,5231.88
01/05/16,23,4698.97
01/05/16,24,3756.48
02/05/16,1,2447.18
02/05/16,2,1864.28
02/05/16,3,1356.72
02/05/16,4,981.77
02/05/16,5,883.38
02/05/16,6,1306.96
02/05/16,7,2349.67
02/05/16,8,2886.63
02/05/16,9,3787.42
02/05/16,10,5121.39
02/05/16,11,5807.83
02/05/16,12,6406.45
02/05/16,13,6718.55
02/05/16,14,6880.31
02/05/16,15,7168.7
02/05/16,16,7230.14
02/05/16,17,7448.18
02/05/16,18,7049.23
02/05/16,19,6172.67
02/05/16,20,5883.98
02/05/16,21,6703.82
02/05/16,22,7261.64
02/05/16,23,6591.43
02/05/16,24,5372.42
03/05/16,1,3888.49
03/05/16,2,2913.33
03/05/16,3,2086.03
03/05/16,4,1461.23
03/05/16,5,1250.71
03/05/16,6,1637.67
03/05/16,7,2417.75
03/05/16,8,2975.55
03/05/16,9,3603.68
03/05/16,10,4452.85
03/05/16,11,4879.86
03/05/16,12,5239.86
03/05/16,13,5433.92
03/05/16,14,5722.19
03/05/16,15,5955.3
03/05/16,16,6242.29
03/05/16,17,6451.37
03/05/16,18,6560.09
03/05/16,19,5922.89
03/05/16,20,5568.24
03/05/16,21,6672.55
03/05/16,22,6859.61
03/05/16,23,6293.02
03/05/16,24,5559.8
04/05/16,1,3678.82
04/05/16,2,2924.84
04/05/16,3,2339.76
04/05/16,4,1556.53
04/05/16,5,1391.38
04/05/16,6,1624.63
04/05/16,7,2427.38
04/05/16,8,3080.36
04/05/16,9,3889.55
04/05/16,10,5132.9
04/05/16,11,5782.83
04/05/16,12,6070.56
04/05/16,13,6302.02
04/05/16,14,6400.38
04/05/16,15,6026.19
04/05/16,16,6187.84
04/05/16,17,6466.83
04/05/16,18,6173.46
04/05/16,19,4929.57
04/05/16,20,4244.7
04/05/16,21,4757.71
04/05/16,22,4956.68
04/05/16,23,4612.77
04/05/16,24,4408.77
05/05/16,1,3453.61
05/05/16,2,2461.7
05/05/16,3,1518.06
05/05/16,4,1168.67
05/05/16,5,1013.68
05/05/16,6,1652.41
05/05/16,7,1937.29
05/05/16,8,1846.8
05/05/16,9,2881.47
05/05/16,10,4103.46
05/05/16,11,5326.9
05/05/16,12,5726.29
05/05/16,13,6032.66
05/05/16,14,6155.5
05/05/16,15,6176.43
05/05/16,16,6389.96
05/05/16,17,6288.9
05/05/16,18,5730.69
05/05/16,19,4898.83
05/05/16,20,4004.08
05/05/16,21,4490.97
05/05/16,22,4830.33
05/05/16,23,4571.95
05/05/16,24,4190.31
06/05/16,1,3248.97
06/05/16,2,2300.67
06/05/16,3,1300.82
06/05/16,4,913.55
06/05/16,5,1111.59
06/05/16,6,1503.76
06/05/16,7,1713.55
06/05/16,8,1994.67
06/05/16,9,3175.17
06/05/16,10,4547.44
06/05/16,11,5870.95
06/05/16,12,6348.53
06/05/16,13,6667.43
06/05/16,14,6796.67
06/05/16,15,6876.64
06/05/16,16,7058.79
06/05/16,17,7321.31
06/05/16,18,6525.92
06/05/16,19,5422.31
06/05/16,20,5060.28
06/05/16,21,5418.07
06/05/16,22,5619.58
06/05/16,23,5361.11
06/05/16,24,5346.61
07/05/16,1,3885.8
07/05/16,2,2825.7
07/05/16,3,1866.78
07/05/16,4,1596.78
07/05/16,5,1153.1
07/05/16,6,1035.96
07/05/16,7,1383.11
07/05/16,8,1169.38
07/05/16,9,2335.62
07/05/16,10,3345.53
07/05/16,11,4288.36
07/05/16,12,4794.92
07/05/16,13,5311.86
07/05/16,14,5737.64
07/05/16,15,5368.12
07/05/16,16,5020.18
07/05/16,17,4556.31
07/05/16,18,4278.23
07/05/16,19,3680.64
07/05/16,20,3686.43
07/05/16,21,5535.52
07/05/16,22,6440.8
07/05/16,23,6381.59
07/05/16,24,5688.12
08/05/16,1,4426.02
08/05/16,2,3393.04
08/05/16,3,2252.05
08/05/16,4,1734.83
08/05/16,5,1569.78
08/05/16,6,1420.9
08/05/16,7,1667.27
08/05/16,8,1517.73
08/05/16,9,1557.49
08/05/16,10,2387.9
08/05/16,11,3632.86
08/05/16,12,4171.16
08/05/16,13,4638
08/05/16,14,4719.66
08/05/16,15,4740.94
08/05/16,16,4446.45
08/05/16,17,4325.18
08/05/16,18,3752.65
08/05/16,19,3876.48
08/05/16,20,3960.33
08/05/16,21,5665.34
08/05/16,22,6787.5
08/05/16,23,6355.28
08/05/16,24,4974.17
09/05/16,1,3885.69
09/05/16,2,2719.55
09/05/16,3,1719.97
09/05/16,4,1381.45
09/05/16,5,1190.11
09/05/16,6,1561.13
09/05/16,7,2720.2
09/05/16,8,2921.2
09/05/16,9,3786.52
09/05/16,10,5090.09
09/05/16,11,6019.25
09/05/16,12,6556.58
09/05/16,13,6715.62
09/05/16,14,6788.28
09/05/16,15,7000.65
09/05/16,16,7061.47
09/05/16,17,7477.65
09/05/16,18,7015.07
09/05/16,19,6166.49
09/05/16,20,5849.96
09/05/16,21,6352.23
09/05/16,22,6643.74
09/05/16,23,6512.3
09/05/16,24,6038.46
10/05/16,1,4600.99
10/05/16,2,3060.64
10/05/16,3,2365.24
10/05/16,4,2019.59
10/05/16,5,1844.31
10/05/16,6,2212.89
10/05/16,7,2588.36
10/05/16,8,2275
10/05/16,9,3159.27
10/05/16,10,4591.56
10/05/16,11,5250.6
10/05/16,12,5953.09
10/05/16,13,6611.28
10/05/16,14,6884.19
10/05/16,15,6964.68
10/05/16,16,6931.02
10/05/16,17,6831.73
10/05/16,18,6585.55
10/05/16,19,5823.39
10/05/16,20,5666.89
10/05/16,21,6337.16
10/05/16,22,6833.99
10/05/16,23,6742.72
10/05/16,24,6267.39
11/05/16,1,5325.05
11/05/16,2,4427.55
11/05/16,3,3370.59
11/05/16,4,2836.37
11/05/16,5,2690.23
11/05/16,6,2992.43
11/05/16,7,4101.18
11/05/16,8,4194.42
11/05/16,9,5492.62
11/05/16,10,6599.52
11/05/16,11,7316.55
11/05/16,12,8071.64
11/05/16,13,8068.93
11/05/16,14,8187.5
11/05/16,15,8274.92
11/05/16,16,8380.32
11/05/16,17,8432.12
11/05/16,18,7913.7
11/05/16,19,7316.61
11/05/16,20,7154.14
11/05/16,21,7528.77
11/05/16,22,7615.64
11/05/16,23,7352.45
11/05/16,24,7029.28
12/05/16,1,6368.53
12/05/16,2,5279.08
12/05/16,3,4324.86
12/05/16,4,3795.85
12/05/16,5,3425.65
12/05/16,6,3439
12/05/16,7,4305.26
12/05/16,8,4548.31
12/05/16,9,5199
12/05/16,10,6437.72
12/05/16,11,7153.29
12/05/16,12,7890.9
12/05/16,13,7942.99
12/05/16,14,8008.96
12/05/16,15,7830.77
12/05/16,16,8010.73
12/05/16,17,7957.51
12/05/16,18,7408.38
12/05/16,19,6925.55
12/05/16,20,6830.58
12/05/16,21,7637.43
12/05/16,22,7787.78
12/05/16,23,7421.26
12/05/16,24,6408.16
13/05/16,1,5139.94
13/05/16,2,4168.58
13/05/16,3,2877.71
13/05/16,4,2448.03
13/05/16,5,2121.77
13/05/16,6,2573.77
13/05/16,7,3176.17
13/05/16,8,3559.24
13/05/16,9,3871.34
13/05/16,10,4851.76
13/05/16,11,5479
13/05/16,12,5802.78
13/05/16,13,6262.47
13/05/16,14,6467.61
13/05/16,15,6459.78
13/05/16,16,6613.67
13/05/16,17,6817.01
13/05/16,18,6285.2
13/05/16,19,5060.71
13/05/16,20,4290.4
13/05/16,21,5135.54
13/05/16,22,5603.81
13/05/16,23,5628.06
13/05/16,24,5724.91
14/05/16,1,4911.52
14/05/16,2,3388.13
14/05/16,3,2307.48
14/05/16,4,1939.7
14/05/16,5,1790.75
14/05/16,6,1685.61
14/05/16,7,2137.71
14/05/16,8,2225.12
14/05/16,9,2323.36
14/05/16,10,3400.87
14/05/16,11,4213.96
14/05/16,12,4825.72
14/05/16,13,4903.78
14/05/16,14,4937.05
14/05/16,15,4603.44
14/05/16,16,4153.33
14/05/16,17,3775.6
14/05/16,18,3547.08
14/05/16,19,2831.87
14/05/16,20,2762.11
14/05/16,21,4841.96
14/05/16,22,5537.57
14/05/16,23,4943.56
14/05/16,24,4539.93
15/05/16,1,3912.19
15/05/16,2,2937.47
15/05/16,3,2338.74
15/05/16,4,2270.23
15/05/16,5,2106.83
15/05/16,6,2094.46
15/05/16,7,2486.35
15/05/16,8,2175.13
15/05/16,9,2629.42
15/05/16,10,3030.88
15/05/16,11,3041.72
15/05/16,12,3243.96
15/05/16,13,3401.45
15/05/16,14,3750.16
15/05/16,15,4034.96
15/05/16,16,3773.72
15/05/16,17,3730.19
15/05/16,18,3749.37
15/05/16,19,3722.6
15/05/16,20,3699.63
15/05/16,21,5174.58
15/05/16,22,6574.05
15/05/16,23,6158.89
15/05/16,24,5508.02
16/05/16,1,3833
16/05/16,2,2980.26
16/05/16,3,2735.1
16/05/16,4,2406.96
16/05/16,5,2358.23
16/05/16,6,2424.22
16/05/16,7,2861.01
16/05/16,8,3016.85
16/05/16,9,3961
16/05/16,10,5444.62
16/05/16,11,6395.93
16/05/16,12,7195.45
16/05/16,13,7485.56
16/05/16,14,7487.58
16/05/16,15,7843.83
