"FECHA","HORA","TOTAL"
15/02/16,12,6757.02
15/02/16,13,6639.08
15/02/16,14,6659.02
15/02/16,15,6626.78
15/02/16,16,6641.68
15/02/16,17,6518.3
15/02/16,18,5753.17
15/02/16,19,5980.88
15/02/16,20,7272.72
15/02/16,21,6936.07
15/02/16,22,5639.64
15/02/16,23,4365.69
15/02/16,24,2597.59
16/02/16,1,1166.15
16/02/16,2,863.06
16/02/16,3,874.43
16/02/16,4,706.4
16/02/16,5,542.78
16/02/16,6,836.65
16/02/16,7,1196.94
16/02/16,8,1542.24
16/02/16,9,2651.82
16/02/16,10,3338.68
16/02/16,11,3908.62
16/02/16,12,4193.05
16/02/16,13,4273.79
16/02/16,14,4420.43
16/02/16,15,4431.7
16/02/16,16,4360.65
16/02/16,17,4111.92
16/02/16,18,3919.35
16/02/16,19,4187.36
16/02/16,20,5633.98
16/02/16,21,5129.12
16/02/16,22,3847.79
16/02/16,23,2650.96
16/02/16,24,1420.14
17/02/16,1,888.68
17/02/16,2,766.86
17/02/16,3,768.22
17/02/16,4,647.66
17/02/16,5,845.71
17/02/16,6,1051.43
17/02/16,7,1053.54
17/02/16,8,1115.36
17/02/16,9,1659.92
17/02/16,10,2402.3
17/02/16,11,3053.9
17/02/16,12,3499.32
17/02/16,13,3824.62
17/02/16,14,3678.16
17/02/16,15,3215.88
17/02/16,16,3165.47
17/02/16,17,3454.55
17/02/16,18,2959.32
17/02/16,19,3000.94
17/02/16,20,4631.09
17/02/16,21,4301.39
17/02/16,22,3175.74
17/02/16,23,2032.17
17/02/16,24,1258.16
18/02/16,1,1191.3
18/02/16,2,963.69
18/02/16,3,758.32
18/02/16,4,805
18/02/16,5,843
18/02/16,6,842.88
18/02/16,7,1045.35
18/02/16,8,1087.84
18/02/16,9,1456.61
18/02/16,10,2101.09
18/02/16,11,2129.74
18/02/16,12,2407.23
18/02/16,13,2746.19
18/02/16,14,2915.27
18/02/16,15,3055.93
18/02/16,16,3162.4
18/02/16,17,3538.03
18/02/16,18,3107.74
18/02/16,19,3204.85
18/02/16,20,4197.36
18/02/16,21,3715.08
18/02/16,22,2701.39
18/02/16,23,2157.89
18/02/16,24,1871.09
19/02/16,1,1764.99
19/02/16,2,1755.31
19/02/16,3,919.45
19/02/16,4,643.84
19/02/16,5,684.8
19/02/16,6,756.27
19/02/16,7,778.21
19/02/16,8,794.41
19/02/16,9,1636.99
19/02/16,10,2629.36
19/02/16,11,3212.04
19/02/16,12,3899.6
19/02/16,13,4260.06
19/02/16,14,4192.61
19/02/16,15,4361.68
19/02/16,16,4438.66
19/02/16,17,4247.8
19/02/16,18,3603.27
19/02/16,19,3313.19
19/02/16,20,4689.7
19/02/16,21,4217.07
19/02/16,22,3278.29
19/02/16,23,2560.46
19/02/16,24,1988.51
20/02/16,1,998.45
20/02/16,2,982.86
20/02/16,3,852.86
20/02/16,4,866.65
20/02/16,5,901.13
20/02/16,6,872.82
20/02/16,7,1032.33
20/02/16,8,1024.56
20/02/16,9,1563.84
20/02/16,10,2286.54
20/02/16,11,2759.32
20/02/16,12,2922.01
20/02/16,13,2993.37
20/02/16,14,2843.55
20/02/16,15,2381.21
20/02/16,16,1829.69
20/02/16,17,1977.21
20/02/16,18,2274.04
20/02/16,19,2730.04
20/02/16,20,4865.59
20/02/16,21,4384.01
20/02/16,22,3581.88
20/02/16,23,2504.52
20/02/16,24,1391.59
21/02/16,1,1131.24
21/02/16,2,772.15
21/02/16,3,925.92
21/02/16,4,1013.15
21/02/16,5,837.18
21/02/16,6,930.14
21/02/16,7,1188.56
21/02/16,8,935.28
21/02/16,9,896.54
21/02/16,10,954.32
21/02/16,11,919.87
21/02/16,12,1057.48
21/02/16,13,1506.25
21/02/16,14,1687.38
21/02/16,15,1650.17
21/02/16,16,1608.26
21/02/16,17,1814.36
21/02/16,18,1749.48
21/02/16,19,2856.12
21/02/16,20,5253.02
21/02/16,21,5562.19
21/02/16,22,4597.2
21/02/16,23,3169.09
21/02/16,24,1963.1
22/02/16,1,1405.01
22/02/16,2,1153.31
22/02/16,3,903.65
22/02/16,4,716.2
22/02/16,5,702.3
22/02/16,6,938.39
22/02/16,7,1758
22/02/16,8,2427.58
22/02/16,9,3116.38
22/02/16,10,4103.18
22/02/16,11,4900.5
22/02/16,12,5638.12
22/02/16,13,6299.33
22/02/16,14,6492.64
22/02/16,15,6454
22/02/16,16,6389.15
22/02/16,17,6436.49
22/02/16,18,5635.5
22/02/16,19,5762.03
22/02/16,20,6969.54
22/02/16,21,6481.18
22/02/16,22,5270.82
22/02/16,23,3756.76
22/02/16,24,2460.84
23/02/16,1,1143.87
23/02/16,2,853.4
23/02/16,3,877.96
23/02/16,4,816.16
23/02/16,5,815.41
23/02/16,6,814.74
23/02/16,7,1190.31
23/02/16,8,1686.18
23/02/16,9,2505.98
23/02/16,10,3505.52
23/02/16,11,3866.8
23/02/16,12,4127.57
23/02/16,13,4193.2
23/02/16,14,4062.23
23/02/16,15,4223.82
23/02/16,16,4452.46
23/02/16,17,4380.25
23/02/16,18,4259.43
23/02/16,19,4213.51
23/02/16,20,5969.36
23/02/16,21,5735.27
23/02/16,22,4722.82
23/02/16,23,3938.81
23/02/16,24,2424.85
24/02/16,1,1103.33
24/02/16,2,981.34
24/02/16,3,869.68
24/02/16,4,976.19
24/02/16,5,1009.07
24/02/16,6,881.36
24/02/16,7,1532.34
24/02/16,8,2134.98
24/02/16,9,2177.94
24/02/16,10,2178.28
24/02/16,11,2320.92
24/02/16,12,3168.63
24/02/16,13,3312.51
24/02/16,14,3180.1
24/02/16,15,2980.18
24/02/16,16,3130.24
24/02/16,17,3131.86
24/02/16,18,2743.2
24/02/16,19,2270.81
24/02/16,20,3525.37
24/02/16,21,2976.88
24/02/16,22,2297.91
24/02/16,23,1654.99
24/02/16,24,1303.88
25/02/16,1,933.65
25/02/16,2,835.02
25/02/16,3,740.75
25/02/16,4,680.23
25/02/16,5,656.02
25/02/16,6,720.54
25/02/16,7,1122.6
25/02/16,8,1438.21
25/02/16,9,1637.06
25/02/16,10,1639.92
25/02/16,11,1645.16
25/02/16,12,2045.58
25/02/16,13,2465.2
25/02/16,14,2396.77
25/02/16,15,2363.05
25/02/16,16,2291.96
25/02/16,17,2270.63
25/02/16,18,1964.55
25/02/16,19,1882.44
25/02/16,20,2973.32
25/02/16,21,2529.63
25/02/16,22,2352.5
25/02/16,23,2168.48
25/02/16,24,1752.45
26/02/16,1,1328.54
26/02/16,2,1068.78
26/02/16,3,1015.28
26/02/16,4,824.7
26/02/16,5,716.71
26/02/16,6,742.38
26/02/16,7,950.76
26/02/16,8,1132.59
26/02/16,9,1372.99
26/02/16,10,1500.19
26/02/16,11,1479.52
26/02/16,12,2062.34
26/02/16,13,2518.39
26/02/16,14,2700.67
26/02/16,15,2577.61
26/02/16,16,2496.18
26/02/16,17,2157.23
26/02/16,18,1467.24
26/02/16,19,1777.26
26/02/16,20,2744.35
26/02/16,21,2616
26/02/16,22,2839
26/02/16,23,2460.75
26/02/16,24,2439.62
27/02/16,1,2302.9
27/02/16,2,2223.43
27/02/16,3,1973.8
27/02/16,4,1642.57
27/02/16,5,1212.36
27/02/16,6,1335.83
27/02/16,7,1473.95
27/02/16,8,1866.07
27/02/16,9,2167.47
27/02/16,10,2711.59
27/02/16,11,3262.82
27/02/16,12,3368.89
27/02/16,13,3473.66
27/02/16,14,3172.96
27/02/16,15,2675.1
27/02/16,16,2307.46
27/02/16,17,2041.71
27/02/16,18,2052.79
27/02/16,19,2427.52
27/02/16,20,3026.87
27/02/16,21,2849.31
27/02/16,22,2433.04
27/02/16,23,1747.13
27/02/16,24,1270.13
28/02/16,1,1369.79
28/02/16,2,1243.41
28/02/16,3,1184.59
28/02/16,4,1101.87
28/02/16,5,992.29
28/02/16,6,842.46
28/02/16,7,1076.15
28/02/16,8,551.2
28/02/16,9,1128.37
28/02/16,10,1349.54
28/02/16,11,1134.29
28/02/16,12,1285.77
28/02/16,13,1238.69
28/02/16,14,1100.39
28/02/16,15,1023.21
28/02/16,16,918
28/02/16,17,823.96
28/02/16,18,1038.49
28/02/16,19,1548.17
28/02/16,20,3415.66
28/02/16,21,3736.83
28/02/16,22,3400.77
28/02/16,23,2584.12
28/02/16,24,1833.66
29/02/16,1,1450.39
29/02/16,2,975.82
29/02/16,3,779.94
29/02/16,4,819.66
29/02/16,5,976.79
29/02/16,6,1104.19
29/02/16,7,1660.13
29/02/16,8,1625.33
29/02/16,9,2146.26
29/02/16,10,2803.88
29/02/16,11,2897.79
29/02/16,12,3291.24
29/02/16,13,3284.8
29/02/16,14,3377.26
29/02/16,15,3659.07
29/02/16,16,3857.58
29/02/16,17,3449.21
29/02/16,18,2884.42
29/02/16,19,3528.47
29/02/16,20,4514.81
29/02/16,21,4404.97
29/02/16,22,3457.37
29/02/16,23,3214.02
29/02/16,24,2174.91
01/03/16,1,1681.18
01/03/16,2,1340.84
01/03/16,3,884.31
01/03/16,4,711.83
01/03/16,5,716.37
01/03/16,6,1089.29
01/03/16,7,1142.34
01/03/16,8,1627.56
01/03/16,9,2411.16
01/03/16,10,3494.16
01/03/16,11,4447.03
01/03/16,12,5294.18
01/03/16,13,5417.77
01/03/16,14,5664.36
01/03/16,15,5135.14
01/03/16,16,4747.72
01/03/16,17,4709.72
01/03/16,18,4048.22
01/03/16,19,4373.36
01/03/16,20,5714.15
01/03/16,21,5427.92
01/03/16,22,4423.18
01/03/16,23,3228.1
01/03/16,24,2803.4
02/03/16,1,2306.36
02/03/16,2,1560.37
02/03/16,3,1144.6
02/03/16,4,831.76
02/03/16,5,876.06
02/03/16,6,1062.68
02/03/16,7,1515.17
02/03/16,8,2252.29
02/03/16,9,2658.61
02/03/16,10,3598.1
02/03/16,11,4103.02
02/03/16,12,4289.11
02/03/16,13,4613.08
02/03/16,14,4711.08
02/03/16,15,4812.58
02/03/16,16,4342.51
02/03/16,17,4415.04
02/03/16,18,3977.11
02/03/16,19,4069.92
02/03/16,20,5830.2
02/03/16,21,5674.13
02/03/16,22,4485.16
02/03/16,23,3333.5
02/03/16,24,2136.21
03/03/16,1,1437.52
03/03/16,2,1776.27
03/03/16,3,1314.34
03/03/16,4,666.1
03/03/16,5,808.29
03/03/16,6,934.62
03/03/16,7,1719.25
03/03/16,8,2058.93
03/03/16,9,3055.44
03/03/16,10,3700.83
03/03/16,11,3926.02
03/03/16,12,4586.19
03/03/16,13,4965.59
03/03/16,14,4920.56
03/03/16,15,5019.59
03/03/16,16,4987.38
03/03/16,17,5162.27
03/03/16,18,4871.15
03/03/16,19,5218.83
03/03/16,20,6159.54
03/03/16,21,5619.14
03/03/16,22,4330.92
03/03/16,23,3288.66
03/03/16,24,2272.96
04/03/16,1,2364.94
04/03/16,2,1651.59
04/03/16,3,1243.37
04/03/16,4,1296.04
04/03/16,5,1495.02
04/03/16,6,1028.59
04/03/16,7,1410.62
04/03/16,8,1144.15
04/03/16,9,2148
04/03/16,10,2951.24
04/03/16,11,3601.77
04/03/16,12,3739.97
04/03/16,13,3716.32
04/03/16,14,3580.2
04/03/16,15,3479.4
04/03/16,16,3214.49
04/03/16,17,3118.19
04/03/16,18,2781.32
04/03/16,19,2860.69
04/03/16,20,3720.42
04/03/16,21,3589.71
04/03/16,22,2921.06
04/03/16,23,2804.96
04/03/16,24,2245.56
05/03/16,1,1731.74
05/03/16,2,1457.06
05/03/16,3,938.34
05/03/16,4,770.15
05/03/16,5,788.84
05/03/16,6,1067.98
05/03/16,7,1180.09
05/03/16,8,1212.33
05/03/16,9,1913.09
05/03/16,10,2572.01
05/03/16,11,2834.75
05/03/16,12,3096.94
05/03/16,13,3118.19
05/03/16,14,2703.76
05/03/16,15,2291.32
05/03/16,16,2040.08
05/03/16,17,1783.65
05/03/16,18,1561.6
05/03/16,19,1905.99
05/03/16,20,3776.57
05/03/16,21,4041.79
05/03/16,22,3479.47
05/03/16,23,3112.37
05/03/16,24,2510.55
06/03/16,1,1642.06
06/03/16,2,1085.31
06/03/16,3,916.37
06/03/16,4,916.76
06/03/16,5,804.15
06/03/16,6,854.95
06/03/16,7,1039.26
06/03/16,8,820.33
06/03/16,9,1232.11
06/03/16,10,1632.54
06/03/16,11,1827.56
06/03/16,12,2144.77
06/03/16,13,2169.92
06/03/16,14,2286.71
06/03/16,15,2259.93
06/03/16,16,2359.77
06/03/16,17,2229.69
06/03/16,18,2216.83
06/03/16,19,2800.74
06/03/16,20,4423.38
06/03/16,21,4527.61
06/03/16,22,3953.51
06/03/16,23,2874.35
06/03/16,24,1971.74
07/03/16,1,1571.29
07/03/16,2,1226.61
07/03/16,3,931.25
07/03/16,4,975.1
07/03/16,5,750.05
07/03/16,6,1010.38
07/03/16,7,1606.98
07/03/16,8,2071.19
07/03/16,9,2677.49
07/03/16,10,3470.01
07/03/16,11,3821.55
07/03/16,12,3607.62
07/03/16,13,3602.02
07/03/16,14,3678.11
07/03/16,15,3866.91
07/03/16,16,3654.57
07/03/16,17,3465.63
07/03/16,18,3435.09
07/03/16,19,3853.6
07/03/16,20,5491.74
07/03/16,21,5402.97
07/03/16,22,4390.48
07/03/16,23,3453.21
07/03/16,24,2377.39
08/03/16,1,2101.48
08/03/16,2,1596.26
08/03/16,3,1416.49
08/03/16,4,1465
08/03/16,5,1517.69
08/03/16,6,846.2
08/03/16,7,1328.18
08/03/16,8,2135.74
08/03/16,9,2842.22
08/03/16,10,3845.41
08/03/16,11,4422.66
08/03/16,12,4610.16
08/03/16,13,4327.57
08/03/16,14,4205.92
08/03/16,15,3975.42
08/03/16,16,4176.52
08/03/16,17,4065.13
08/03/16,18,3973
08/03/16,19,4792.59
08/03/16,20,6219.12
08/03/16,21,6062.03
08/03/16,22,4705.89
08/03/16,23,3709.22
08/03/16,24,2630.61
09/03/16,1,1792.46
09/03/16,2,1008.39
09/03/16,3,737.03
09/03/16,4,716.93
09/03/16,5,700.66
09/03/16,6,658.02
09/03/16,7,1046.89
09/03/16,8,1503.71
09/03/16,9,2116.92
09/03/16,10,2924.57
09/03/16,11,3031.03
09/03/16,12,3022.96
09/03/16,13,2915.52
09/03/16,14,2820.66
09/03/16,15,2912.44
09/03/16,16,2588.05
09/03/16,17,2880.4
09/03/16,18,2943.28
09/03/16,19,3449.01
09/03/16,20,5232.86
09/03/16,21,5356.84
09/03/16,22,4577.6
09/03/16,23,3728.49
09/03/16,24,2290.53
10/03/16,1,1673.27
10/03/16,2,1396.38
10/03/16,3,1136.49
10/03/16,4,1571.12
10/03/16,5,1467.44
10/03/16,6,1056.29
10/03/16,7,1155.84
10/03/16,8,1857.49
10/03/16,9,3258.04
10/03/16,10,3940.46
10/03/16,11,4181.86
10/03/16,12,4366.69
10/03/16,13,4131.26
10/03/16,14,3948.53
10/03/16,15,3857.87
10/03/16,16,3820.77
10/03/16,17,3778.66
10/03/16,18,3754.42
10/03/16,19,4338.09
10/03/16,20,5744.94
10/03/16,21,5787.17
10/03/16,22,4675.35
10/03/16,23,3435.79
10/03/16,24,2558.61
11/03/16,1,2414.2
11/03/16,2,2356.63
11/03/16,3,1610.09
11/03/16,4,1409.3
11/03/16,5,1540.53
11/03/16,6,1459.27
11/03/16,7,1848.37
11/03/16,8,1933.65
11/03/16,9,2564.87
11/03/16,10,3366.62
11/03/16,11,3613.8
11/03/16,12,3861.4
11/03/16,13,3851.73
11/03/16,14,3651.17
11/03/16,15,3318.13
11/03/16,16,3445.17
11/03/16,17,3531.5
11/03/16,18,3229.65
11/03/16,19,3331.27
11/03/16,20,4895.12
11/03/16,21,4836.86
11/03/16,22,4194.4
11/03/16,23,3211.15
11/03/16,24,2833.09
12/03/16,1,2580.46
12/03/16,2,2228.14
12/03/16,3,1530.78
12/03/16,4,1338.67
12/03/16,5,1181.42
12/03/16,6,896.57
12/03/16,7,1191.7
12/03/16,8,1140.24
12/03/16,9,1808.38
12/03/16,10,2472.74
12/03/16,11,2878.37
12/03/16,12,3462.68
12/03/16,13,3842.83
12/03/16,14,4003.66
12/03/16,15,3845.77
12/03/16,16,3653.8
12/03/16,17,3461.14
12/03/16,18,3195.04
12/03/16,19,3357.43
12/03/16,20,5283.15
12/03/16,21,5518.51
12/03/16,22,4488.08
12/03/16,23,3285.15
12/03/16,24,2513.52
13/03/16,1,1786.27
13/03/16,2,1467.5
13/03/16,3,1357.36
13/03/16,4,1390.69
13/03/16,5,955.37
13/03/16,6,968.9
13/03/16,7,928.34
13/03/16,8,867.92
13/03/16,9,1632.88
13/03/16,10,2114.26
13/03/16,11,2712.77
13/03/16,12,2824.17
13/03/16,13,2886.97
13/03/16,14,2961.15
13/03/16,15,3014.13
13/03/16,16,3074.46
13/03/16,17,3357.29
13/03/16,18,3580.15
13/03/16,19,3709.76
13/03/16,20,6086.46
13/03/16,21,6805.52
13/03/16,22,6058.34
13/03/16,23,4619.91
13/03/16,24,3039.46
14/03/16,1,2572.23
14/03/16,2,2200.75
14/03/16,3,2184.92
14/03/16,4,1846.19
14/03/16,5,1651.62
14/03/16,6,1262.07
14/03/16,7,1874.95
14/03/16,8,2388.82
14/03/16,9,3588.37
14/03/16,10,5162.7
14/03/16,11,5543.23
14/03/16,12,6046.64
14/03/16,13,6213.61
14/03/16,14,5924.57
14/03/16,15,5640.49
14/03/16,16,5515.44
14/03/16,17,5758.47
14/03/16,18,5416.37
14/03/16,19,5277.26
14/03/16,20,6835.73
14/03/16,21,6734.9
14/03/16,22,5593.97
14/03/16,23,4254.38
14/03/16,24,3007.33
15/03/16,1,1735.77
15/03/16,2,1628.65
15/03/16,3,1639.73
15/03/16,4,1377.34
15/03/16,5,1377.35
15/03/16,6,1371.72
15/03/16,7,1567.63
15/03/16,8,1913.94
15/03/16,9,2967.28
15/03/16,10,4268.92
15/03/16,11,4775.78
15/03/16,12,5326.2
15/03/16,13,5831.68
15/03/16,14,5887.25
15/03/16,15,5849
15/03/16,16,5890.19
15/03/16,17,5997.61
15/03/16,18,5704.09
15/03/16,19,5314.24
15/03/16,20,7029
15/03/16,21,6840.37
15/03/16,22,5770.17
15/03/16,23,4666.88
15/03/16,24,3664.71
16/03/16,1,3154.7
16/03/16,2,2634.3
16/03/16,3,2161.14
16/03/16,4,1723.39
16/03/16,5,1680.37
16/03/16,6,2365.09
16/03/16,7,3171.77
16/03/16,8,3669.28
16/03/16,9,3926.99
16/03/16,10,4403.75
16/03/16,11,4807.09
16/03/16,12,5289.31
16/03/16,13,5420.8
16/03/16,14,5411.53
16/03/16,15,5430.96
16/03/16,16,6248.99
16/03/16,17,6467.22
16/03/16,18,6154.01
16/03/16,19,5913.5
16/03/16,20,7397.88
16/03/16,21,7483.89
16/03/16,22,6208.34
16/03/16,23,4964.44
16/03/16,24,3923.22
17/03/16,1,3597.85
17/03/16,2,2763.2
17/03/16,3,2202.65
17/03/16,4,1963.62
17/03/16,5,1896.64
17/03/16,6,2079.87
17/03/16,7,2306.39
17/03/16,8,2716.49
17/03/16,9,3635.71
17/03/16,10,4810
17/03/16,11,5544.09
17/03/16,12,6163.72
17/03/16,13,6553.75
17/03/16,14,6622.02
17/03/16,15,6443.03
17/03/16,16,6593.05
17/03/16,17,6668.46
17/03/16,18,6404.12
17/03/16,19,6115.66
17/03/16,20,7658.57
17/03/16,21,7550.04
17/03/16,22,6474.84
17/03/16,23,5293.31
17/03/16,24,3834.63
18/03/16,1,3000.21
18/03/16,2,2610.77
18/03/16,3,1862.61
18/03/16,4,1833.64
18/03/16,5,1733.8
18/03/16,6,2145.6
18/03/16,7,2662.35
18/03/16,8,3095.68
18/03/16,9,4103.54
18/03/16,10,4953.52
18/03/16,11,5450.26
18/03/16,12,6139.5
18/03/16,13,6591.82
18/03/16,14,6609.06
18/03/16,15,6604.52
18/03/16,16,6477.65
18/03/16,17,6354.73
18/03/16,18,5684.45
18/03/16,19,5396.27
18/03/16,20,6638.31
18/03/16,21,6510.67
18/03/16,22,5759.62
18/03/16,23,4700.57
18/03/16,24,3509.55
19/03/16,1,2768.43
19/03/16,2,2436.58
19/03/16,3,2071.24
19/03/16,4,1958.93
19/03/16,5,1810.97
19/03/16,6,2070.74
19/03/16,7,2336.18
19/03/16,8,2565.29
19/03/16,9,3104.6
19/03/16,10,3805.57
19/03/16,11,4012.79
19/03/16,12,4433.49
19/03/16,13,4834.37
19/03/16,14,4402.17
19/03/16,15,3967.57
19/03/16,16,3610.17
19/03/16,17,3244.65
19/03/16,18,3223.9
19/03/16,19,3921
19/03/16,20,5701.04
19/03/16,21,5917.17
19/03/16,22,5078.68
19/03/16,23,3932.45
19/03/16,24,3053.92
20/03/16,1,2037.32
20/03/16,2,1234.78
20/03/16,3,807.07
20/03/16,4,898.45
20/03/16,5,859.35
20/03/16,6,874.17
20/03/16,7,888.53
20/03/16,8,548.78
20/03/16,9,1015.57
20/03/16,10,1561.65
20/03/16,11,1771.02
20/03/16,12,2053.96
20/03/16,13,2185.3
20/03/16,14,2337.81
20/03/16,15,2141.99
20/03/16,16,2048.7
20/03/16,17,1807.33
20/03/16,18,1680.06
20/03/16,19,1892.87
20/03/16,20,3757.44
20/03/16,21,4208.84
20/03/16,22,3655.74
20/03/16,23,2859.16
20/03/16,24,2077.04
21/03/16,1,1821.34
21/03/16,2,1738.25
21/03/16,3,1224.86
21/03/16,4,996.1
21/03/16,5,887.8
21/03/16,6,983.89
21/03/16,7,1300.01
21/03/16,8,1709.31
21/03/16,9,1824.96
21/03/16,10,1936.34
21/03/16,11,2573.41
21/03/16,12,3280.99
21/03/16,13,3061.45
21/03/16,14,2682.52
21/03/16,15,2462.49
21/03/16,16,2056.55
21/03/16,17,1670.79
21/03/16,18,1760.03
21/03/16,19,2023.8
21/03/16,20,4198.77
21/03/16,21,4654.49
21/03/16,22,3777.83
21/03/16,23,2790.4
21/03/16,24,1907.05
22/03/16,1,1399.17
22/03/16,2,1049.2
22/03/16,3,801.23
22/03/16,4,793.99
22/03/16,5,810.44
22/03/16,6,730.13
22/03/16,7,1297.29
22/03/16,8,1580.79
22/03/16,9,1606.72
22/03/16,10,2525.94
22/03/16,11,3220.78
22/03/16,12,3530.57
22/03/16,13,3757.22
22/03/16,14,3900.36
22/03/16,15,3863.9
22/03/16,16,3900.96
22/03/16,17,3926.11
22/03/16,18,3714.92
22/03/16,19,3466.29
22/03/16,20,4945.11
22/03/16,21,4966.9
22/03/16,22,4029.71
22/03/16,23,3090.33
22/03/16,24,2113.92
23/03/16,1,1189.53
23/03/16,2,1002.36
23/03/16,3,859.77
23/03/16,4,944.53
23/03/16,5,1135.17
23/03/16,6,1014.58
23/03/16,7,1374.56
23/03/16,8,1909.8
23/03/16,9,3303.63
23/03/16,10,4754.23
23/03/16,11,5687.94
23/03/16,12,6445.25
23/03/16,13,7107.53
23/03/16,14,7374.94
23/03/16,15,7045.08
23/03/16,16,6705.74
23/03/16,17,6324.38
23/03/16,18,5959.42
23/03/16,19,5757.47
23/03/16,20,7039.9
23/03/16,21,7034.01
23/03/16,22,6115.46
23/03/16,23,5192.06
23/03/16,24,4132.86
24/03/16,1,3053.3
24/03/16,2,2160.82
24/03/16,3,1539.08
24/03/16,4,1368.64
24/03/16,5,1258.47
24/03/16,6,1275.07
24/03/16,7,1293.39
24/03/16,8,1146.46
24/03/16,9,2199.87
24/03/16,10,2905.7
24/03/16,11,3465.51
24/03/16,12,3828.08
24/03/16,13,4142.13
24/03/16,14,3964.38
24/03/16,15,3537.97
24/03/16,16,3226.8
24/03/16,17,3313.52
24/03/16,18,3127.19
24/03/16,19,3288.8
24/03/16,20,4820.19
24/03/16,21,4879.35
24/03/16,22,4774.97
24/03/16,23,4382.95
24/03/16,24,3462.81
25/03/16,1,2252.57
25/03/16,2,1622
25/03/16,3,1175.63
25/03/16,4,1037.13
25/03/16,5,904.73
25/03/16,6,873.67
25/03/16,7,1147.47
25/03/16,8,1234.47
25/03/16,9,1054.1
25/03/16,10,1035.89
25/03/16,11,957.77
25/03/16,12,1216.18
25/03/16,13,1694.24
25/03/16,14,2262.41
25/03/16,15,2085.19
25/03/16,16,2109.92
25/03/16,17,2168.26
25/03/16,18,2315.76
25/03/16,19,2946.1
25/03/16,20,4405.53
25/03/16,21,4707.65
25/03/16,22,4744.82
25/03/16,23,4935.33
25/03/16,24,4454.68
26/03/16,1,3192.78
26/03/16,2,2576.61
26/03/16,3,2079.68
26/03/16,4,1834.14
26/03/16,5,1781.12
26/03/16,6,1770.28
26/03/16,7,2217.04
26/03/16,8,2228.24
26/03/16,9,2696.76
26/03/16,10,3599.54
26/03/16,11,3507.78
26/03/16,12,3835.85
26/03/16,13,3968.94
26/03/16,14,3951.31
26/03/16,15,3817.15
26/03/16,16,3670.94
26/03/16,17,3588.32
26/03/16,18,3581.61
26/03/16,19,4293.32
26/03/16,20,6411.73
26/03/16,21,6561.83
26/03/16,22,6046.76
26/03/16,23,5115.74
26/03/16,24,4109.19
27/03/16,1,3503.01
27/03/16,2,2733.96
27/03/16,3,2262.78
27/03/16,4,2115.5
27/03/16,5,1909.24
27/03/16,6,1861.4
27/03/16,7,1769.6
27/03/16,8,1493.85
27/03/16,9,1867.33
27/03/16,10,2569.96
27/03/16,11,3342.37
27/03/16,12,3873.7
27/03/16,13,3742.61
27/03/16,14,3886.88
27/03/16,15,3849.66
27/03/16,16,3838.51
27/03/16,17,3966.52
27/03/16,18,3855.62
27/03/16,19,4250.66
27/03/16,20,6379.68
27/03/16,21,7171.24
27/03/16,22,6822.98
27/03/16,23,5736.72
27/03/16,24,4362.74
28/03/16,1,3630.98
28/03/16,2,2688.45
28/03/16,3,2218.57
28/03/16,4,2033.53
28/03/16,5,1756.52
28/03/16,6,1929.86
28/03/16,7,2265.2
28/03/16,8,2118.52
28/03/16,9,3221.83
28/03/16,10,4507.11
28/03/16,11,5316.04
28/03/16,12,5620.79
28/03/16,13,5298.09
28/03/16,14,4880.49
28/03/16,15,4720.81
28/03/16,16,4301.31
28/03/16,17,4050.8
28/03/16,18,3803.27
28/03/16,19,3419.54
28/03/16,20,4532.8
28/03/16,21,4607.8
28/03/16,22,4377.78
28/03/16,23,3932.38
28/03/16,24,2711.37
29/03/16,1,1823.09
29/03/16,2,1783.14
29/03/16,3,1606.86
29/03/16,4,1086.76
29/03/16,5,1124.86
29/03/16,6,1401.94
29/03/16,7,1658.38
29/03/16,8,2087.95
29/03/16,9,3020.91
29/03/16,10,4507.34
29/03/16,11,5122.76
29/03/16,12,5486.36
29/03/16,13,6074.32
29/03/16,14,6209.2
29/03/16,15,6026.58
29/03/16,16,5731.46
29/03/16,17,5359.1
29/03/16,18,4741.13
29/03/16,19,4607.59
29/03/16,20,5891.76
29/03/16,21,5882.9
29/03/16,22,5222.32
29/03/16,23,4132.75
29/03/16,24,3045.08
30/03/16,1,1826.07
30/03/16,2,1725.82
30/03/16,3,1533.43
30/03/16,4,1315.88
30/03/16,5,1225.13
30/03/16,6,1301.51
30/03/16,7,1931.84
30/03/16,8,2336.04
30/03/16,9,3167.13
30/03/16,10,3773.71
30/03/16,11,4535.84
30/03/16,12,5496.29
30/03/16,13,5922.65
30/03/16,14,5994.25
30/03/16,15,5734.14
30/03/16,16,6027.77
30/03/16,17,5966.55
30/03/16,18,5653.1
30/03/16,19,5134.6
30/03/16,20,6410.36
30/03/16,21,6569.48
30/03/16,22,5701.55
30/03/16,23,4571.39
30/03/16,24,3284.69
31/03/16,1,2243.49
31/03/16,2,1622.85
31/03/16,3,1379.72
31/03/16,4,1154.62
31/03/16,5,1157.61
31/03/16,6,1504.22
31/03/16,7,2006.82
31/03/16,8,2232.5
31/03/16,9,3033.04
31/03/16,10,4103.35
31/03/16,11,4945.58
31/03/16,12,5264.53
31/03/16,13,5628.26
31/03/16,14,5686.47
31/03/16,15,5553.65
31/03/16,16,5492.79
31/03/16,17,5503.94
